,food_name,nutrient_name,nutrient_amount,nutrient_unit
0,"Nuts, almonds, dry roasted, with salt added",PUFA 22:5 c,0.0,g
0,"Nuts, almonds, dry roasted, with salt added",PUFA 22:6 c,0.0,g
0,"Nuts, almonds, dry roasted, with salt added",PUFA 20:2 c,0.0,g
0,"Nuts, almonds, dry roasted, with salt added",Total fat (NLEA),53.4,g
0,"Kale, raw",Lycopene,0.0,Âµg
0,"Kale, raw","Cryptoxanthin, beta",27.0,Âµg
0,"Kale, raw","Vitamin A, RAE",241,Âµg
0,"Kale, raw","Carotene, beta",2870.0,Âµg
0,"Kale, raw","Carotene, alpha",0.0,Âµg
0,"Kale, raw",Vitamin K (Dihydrophylloquinone),0.0,Âµg
0,"Kale, raw",Vitamin K (phylloquinone),390,Âµg
0,"Kale, raw",Protein,2.92,g
0,"Kale, raw",Ash,1.54,g
0,"Kale, raw",Fructose,0.4,g
0,"Kale, raw",Lactose,0.0,g
0,"Kale, raw","Tocopherol, delta",0.0,mg
0,"Kale, raw","Tocotrienol, gamma",0.0,mg
0,"Kale, raw","Tocotrienol, delta",0.0,mg
0,"Kale, raw","Vitamin C, total ascorbic acid",93.4,mg
0,"Kale, raw",Thiamin,0.113,mg
0,"Kale, raw",Riboflavin,0.347,mg
0,"Kale, raw","Folate, total",62.0,Âµg
0,"Kale, raw",Energy,148,kJ
0,"Kale, raw",Galactose,0.0,g
0,"Kale, raw","Fiber, total dietary",4.1,g
0,"Kale, raw","Iron, Fe",1.6,mg
0,"Kale, raw","Magnesium, Mg",32.7,mg
0,"Kale, raw","Phosphorus, P",55.0,mg
0,"Kale, raw","Sodium, Na",53.0,mg
0,"Kale, raw","Copper, Cu",0.053,mg
0,"Kale, raw","Manganese, Mn",0.92,mg
0,"Kale, raw",Total lipid (fat),1.49,g
0,"Kale, raw","Carbohydrate, by difference",4.42,g
0,"Kale, raw",Energy,35.0,kcal
0,"Kale, raw",Sucrose,0.0,g
0,"Kale, raw",Glucose,0.4,g
0,"Kale, raw",Maltose,0.0,g
0,"Kale, raw",Water,89.6,g
0,"Kale, raw",Vitamin E (alpha-tocopherol),0.66,mg
0,"Kale, raw","Calcium, Ca",254,mg
0,"Kale, raw","Potassium, K",348,mg
0,"Kale, raw","Zinc, Zn",0.39,mg
0,"Kale, raw",Lutein + zeaxanthin,6260.0,Âµg
0,"Kale, raw","Tocopherol, beta",0.0,mg
0,"Kale, raw","Tocopherol, gamma",0.14,mg
0,"Kale, raw","Tocotrienol, alpha",0.0,mg
0,"Kale, raw","Tocotrienol, beta",0.0,mg
0,"Kale, raw",Niacin,1.18,mg
0,"Kale, raw",Pantothenic acid,0.37,mg
0,"Kale, raw",Vitamin B-6,0.147,mg
0,"Kale, raw",Vitamin K (Menaquinone-4),0.0,Âµg
0,"Kale, raw",Nitrogen,0.47,g
0,"Kale, raw","Sugars, Total",0.8,g
0,"Egg, whole, raw, frozen, pasteurized","Magnesium, Mg",11.2,mg
0,"Egg, whole, raw, frozen, pasteurized","Phosphorus, P",189,mg
0,"Egg, whole, raw, frozen, pasteurized","Manganese, Mn",0.0,mg
0,"Egg, whole, raw, frozen, pasteurized","Potassium, K",117,mg
0,"Egg, whole, raw, frozen, pasteurized","Zinc, Zn",1.2,mg
0,"Egg, whole, raw, frozen, pasteurized","Sodium, Na",121,mg
0,"Egg, whole, raw, frozen, pasteurized","Iron, Fe",1.77,mg
0,"Egg, whole, raw, frozen, pasteurized",Energy,627,kJ
0,"Egg, whole, raw, frozen, pasteurized",Protein,12.3,g
0,"Egg, whole, raw, frozen, pasteurized",Ash,1.16,g
0,"Egg, whole, raw, frozen, pasteurized",Vitamin D2 (ergocalciferol),0.0,Âµg
0,"Egg, whole, raw, frozen, pasteurized",Water,75.4,g
0,"Egg, whole, raw, frozen, pasteurized","Calcium, Ca",55.0,mg
0,"Egg, whole, raw, frozen, pasteurized",Total lipid (fat),10.3,g
0,"Egg, whole, raw, frozen, pasteurized","Carbohydrate, by difference",0.91,g
0,"Egg, whole, raw, frozen, pasteurized",Energy,150,kcal
0,"Egg, whole, raw, frozen, pasteurized","Copper, Cu",0.0,mg
0,"Egg, whole, raw, frozen, pasteurized",Vitamin D3 (cholecalciferol),2.3,Âµg
0,"Egg, whole, raw, frozen, pasteurized",Vitamin D (D2 + D3),2.3,Âµg
0,"Egg, whole, raw, frozen, pasteurized","Vitamin D (D2 + D3), International Units",91.0,IU
0,"Egg, whole, raw, frozen, pasteurized",Cholesterol,420,mg
0,"Egg, whole, raw, frozen, pasteurized",25-hydroxycholecalciferol,0.6,Âµg
0,"Egg, whole, raw, frozen, pasteurized",Nitrogen,1.97,g
0,"Egg, whole, raw, frozen, pasteurized","Iodine, I",61.6,Âµg
0,"Egg, white, raw, frozen, pasteurized","Potassium, K",130,mg
0,"Egg, white, raw, frozen, pasteurized","Zinc, Zn",0.02,mg
0,"Egg, white, raw, frozen, pasteurized","Vitamin D (D2 + D3), International Units",0.0,IU
0,"Egg, white, raw, frozen, pasteurized","Sodium, Na",144,mg
0,"Egg, white, raw, frozen, pasteurized","Copper, Cu",0.0,mg
0,"Egg, white, raw, frozen, pasteurized","Magnesium, Mg",10.6,mg
0,"Egg, white, raw, frozen, pasteurized",Vitamin D3 (cholecalciferol),0.0,Âµg
0,"Egg, white, raw, frozen, pasteurized",Vitamin D (D2 + D3),0.0,Âµg
0,"Egg, white, raw, frozen, pasteurized",Water,88.3,g
0,"Egg, white, raw, frozen, pasteurized",Vitamin D2 (ergocalciferol),0.0,Âµg
0,"Egg, white, raw, frozen, pasteurized","Calcium, Ca",9.0,mg
0,"Egg, white, raw, frozen, pasteurized",Total lipid (fat),0.16,g
0,"Egg, white, raw, frozen, pasteurized","Carbohydrate, by difference",0.74,g
0,"Egg, white, raw, frozen, pasteurized",Energy,48.0,kcal
0,"Egg, white, raw, frozen, pasteurized",Energy,201,kJ
0,"Egg, white, raw, frozen, pasteurized",Protein,10.1,g
0,"Egg, white, raw, frozen, pasteurized",Ash,0.7,g
0,"Egg, white, raw, frozen, pasteurized","Iron, Fe",0.18,mg
0,"Egg, white, raw, frozen, pasteurized",Cholesterol,3.0,mg
0,"Egg, white, raw, frozen, pasteurized","Phosphorus, P",0.0,mg
0,"Egg, white, raw, frozen, pasteurized","Manganese, Mn",0.0,mg
0,"Egg, white, raw, frozen, pasteurized",Nitrogen,1.61,g
0,"Egg, white, raw, frozen, pasteurized","Iodine, I",0.0,Âµg
0,"Egg, white, raw, frozen, pasteurized",25-hydroxycholecalciferol,0.0,Âµg
0,"Egg, white, dried",Energy,1570.0,kJ
0,"Egg, white, dried",Protein,79.9,g
0,"Egg, white, dried",Ash,5.47,g
0,"Egg, white, dried","Iron, Fe",0.0,mg
0,"Egg, white, dried","Magnesium, Mg",87.6,mg
0,"Egg, white, dried","Phosphorus, P",107,mg
0,"Egg, white, dried","Sodium, Na",1250.0,mg
0,"Egg, white, dried","Copper, Cu",0.0,mg
0,"Egg, white, dried","Manganese, Mn",0.0,mg
0,"Egg, white, dried",Cholesterol,17.0,mg
0,"Egg, white, dried","Calcium, Ca",104,mg
0,"Egg, white, dried","Potassium, K",959,mg
0,"Egg, white, dried","Zinc, Zn",0.43,mg
0,"Egg, white, dried",Total lipid (fat),0.65,g
0,"Egg, white, dried","Carbohydrate, by difference",6.02,g
0,"Egg, white, dried",Energy,376,kcal
0,"Egg, white, dried",Water,7.98,g
0,"Egg, white, dried","Vitamin D (D2 + D3), International Units",0.0,IU
0,"Egg, white, dried",Vitamin D (D2 + D3),0.0,Âµg
0,"Egg, white, dried","Iodine, I",34.0,Âµg
0,"Egg, white, dried",Vitamin D3 (cholecalciferol),0.0,Âµg
0,"Egg, white, dried",25-hydroxycholecalciferol,0.0,Âµg
0,"Egg, white, dried",Vitamin D2 (ergocalciferol),0.0,Âµg
0,"Egg, white, dried",Nitrogen,12.8,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Potassium, K",135,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Selenium, Se",5.6,Âµg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Vitamin E (alpha-tocopherol),0.57,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Total lipid (fat),14.4,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Carbohydrate, by difference",36.3,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Energy,288,kcal
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Sucrose,1.34,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Glucose,1.2,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Maltose,0.71,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Water,43.4,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocopherol, beta",0.98,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocopherol, gamma",3.47,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocotrienol, alpha",0.0,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocotrienol, beta",0.2,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Niacin,1.57,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Pantothenic acid,0.302,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Vitamin B-6,0.127,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Choline, total",10.7,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Betaine,36.4,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 4:0,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 6:0,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 10:0,0.012,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 16:0,1.45,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 18:0,0.559,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 20:0,0.036,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:4,0.005,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 18:4,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 20:1,0.041,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Fatty acids, total monounsaturated",2.87,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Fatty acids, total polyunsaturated",7.58,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 15:0,0.004,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",TFA 18:1 t,0.008,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",TFA 22:1 t,0.001,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",TFA 18:2 t not further defined,0.032,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 18:2 CLAs,0.004,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","PUFA 20:2 n-6 c,c",0.003,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 16:1 c,0.012,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","PUFA 18:3 n-6 c,c,c",0.047,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:4 n-6,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Manganese, Mn",0.435,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocopherol, delta",1.96,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocotrienol, gamma",0.0,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Tocotrienol, delta",0.0,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Vitamin C, total ascorbic acid",1.6,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Thiamin,0.196,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Riboflavin,0.116,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Folate, total",31.0,Âµg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Fatty acids, total trans",0.041,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Fatty acids, total saturated",2.15,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 8:0,0.006,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 12:0,0.005,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 14:0,0.011,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 22:6 n-3 (DHA),0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 22:0,0.04,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:5 n-3 (EPA),0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 22:5 n-3 (DPA),0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 17:0,0.014,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 24:0,0.015,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",TFA 16:1 t,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 24:1 c,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 18:1 c,2.81,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","PUFA 18:2 n-6 c,c",6.66,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 22:1 c,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 17:1,0.007,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Fatty acids, total trans-monoenoic",0.01,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 15:1,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","PUFA 18:3 n-3 c,c,c (ALA)",0.859,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:3 n-3,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 18:3i,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 22:4,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Magnesium, Mg",20.4,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Phosphorus, P",75.0,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Sodium, Na",374,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Copper, Cu",0.081,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Energy,1210.0,kJ
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Galactose,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Fiber, total dietary",2.4,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Iron, Fe",1.14,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Protein,4.52,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Ash,1.44,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Starch,27.2,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Fructose,1.21,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Lactose,0.03,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Calcium, Ca",28.0,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Zinc, Zn",0.59,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Nitrogen,0.74,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",SFA 11:0,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:3 n-9,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 22:2,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Choline, free",4.9,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Choline, from glycerophosphocholine",2.0,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Choline, from phosphocholine",0.5,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Choline, from phosphotidyl choline",3.3,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Choline, from sphingomyelin",0.0,mg
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Sugars, Total",4.5,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Carbohydrate, by summation",34.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Fatty acids, total trans-dienoic",0.032,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 14:1 c,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 17:1 c,0.007,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",MUFA 20:1 c,0.041,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 18:2 c,6.66,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 18:3 c,0.906,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:3 c,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:4c,0.005,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:5c,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 22:5 c,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 22:6 c,0.0,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",PUFA 20:2 c,0.003,g
0,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Total fat (NLEA),12.6,g
0,"Pickles, cucumber, dill or kosher dill",Lactose,0.0,g
0,"Pickles, cucumber, dill or kosher dill",Galactose,0.0,g
0,"Pickles, cucumber, dill or kosher dill",Sucrose,0.0,g
0,"Pickles, cucumber, dill or kosher dill",Maltose,0.0,g
0,"Pickles, cucumber, dill or kosher dill",Vitamin E (alpha-tocopherol),0.12,mg
0,"Pickles, cucumber, dill or kosher dill",Lutein + zeaxanthin,199,Âµg
0,"Pickles, cucumber, dill or kosher dill","Folate, total",8.0,Âµg
0,"Pickles, cucumber, dill or kosher dill",Energy,50.0,kJ
0,"Pickles, cucumber, dill or kosher dill","Cryptoxanthin, beta",1.0,Âµg
0,"Pickles, cucumber, dill or kosher dill","Sodium, Na",808,mg
0,"Pickles, cucumber, dill or kosher dill","Vitamin A, RAE",4.0,Âµg
0,"Pickles, cucumber, dill or kosher dill","Carotene, beta",45.0,Âµg
0,"Pickles, cucumber, dill or kosher dill","Carotene, alpha",0.0,Âµg
0,"Pickles, cucumber, dill or kosher dill",Water,94.7,g
0,"Pickles, cucumber, dill or kosher dill",Glucose,0.63,g
0,"Pickles, cucumber, dill or kosher dill","Calcium, Ca",54.0,mg
0,"Pickles, cucumber, dill or kosher dill","Potassium, K",112,mg
0,"Pickles, cucumber, dill or kosher dill","Zinc, Zn",0.11,mg
0,"Pickles, cucumber, dill or kosher dill",Niacin,0.109,mg
0,"Pickles, cucumber, dill or kosher dill",Pantothenic acid,0.2,mg
0,"Pickles, cucumber, dill or kosher dill",Vitamin B-6,0.034,mg
0,"Pickles, cucumber, dill or kosher dill",Total lipid (fat),0.43,g
0,"Pickles, cucumber, dill or kosher dill","Carbohydrate, by difference",1.99,g
0,"Pickles, cucumber, dill or kosher dill",Protein,0.48,g
0,"Pickles, cucumber, dill or kosher dill",Ash,2.44,g
0,"Pickles, cucumber, dill or kosher dill",Fructose,0.65,g
0,"Pickles, cucumber, dill or kosher dill","Fiber, total dietary",1.0,g
0,"Pickles, cucumber, dill or kosher dill","Iron, Fe",0.23,mg
0,"Pickles, cucumber, dill or kosher dill","Magnesium, Mg",7.1,mg
0,"Pickles, cucumber, dill or kosher dill","Phosphorus, P",16.0,mg
0,"Pickles, cucumber, dill or kosher dill","Vitamin C, total ascorbic acid",2.1,mg
0,"Pickles, cucumber, dill or kosher dill","Copper, Cu",0.026,mg
0,"Pickles, cucumber, dill or kosher dill","Manganese, Mn",0.056,mg
0,"Pickles, cucumber, dill or kosher dill",Vitamin K (phylloquinone),16.8,Âµg
0,"Pickles, cucumber, dill or kosher dill",Thiamin,0.047,mg
0,"Pickles, cucumber, dill or kosher dill",Riboflavin,0.057,mg
0,"Pickles, cucumber, dill or kosher dill",Vitamin K (Menaquinone-4),0.0,Âµg
0,"Pickles, cucumber, dill or kosher dill",Energy,12.0,kcal
0,"Pickles, cucumber, dill or kosher dill",Lycopene,0.0,Âµg
0,"Pickles, cucumber, dill or kosher dill",Vitamin K (Dihydrophylloquinone),0.0,Âµg
0,"Pickles, cucumber, dill or kosher dill",Nitrogen,0.08,g
0,"Pickles, cucumber, dill or kosher dill","Tocopherol, delta",0.0,mg
0,"Pickles, cucumber, dill or kosher dill","Tocotrienol, delta",0.0,mg
0,"Pickles, cucumber, dill or kosher dill","Tocotrienol, gamma",0.0,mg
0,"Pickles, cucumber, dill or kosher dill","Tocotrienol, beta",0.0,mg
0,"Pickles, cucumber, dill or kosher dill","Tocopherol, beta",0.0,mg
0,"Pickles, cucumber, dill or kosher dill","Tocotrienol, alpha",0.0,mg
0,"Pickles, cucumber, dill or kosher dill","Tocopherol, gamma",0.04,mg
0,"Pickles, cucumber, dill or kosher dill","Sugars, Total",1.28,g
0,"Cheese, parmesan, grated",PUFA 22:6 n-3 (DHA),0.0,g
0,"Cheese, parmesan, grated",PUFA 20:5 n-3 (EPA),0.008,g
0,"Cheese, parmesan, grated",PUFA 18:4,0.0,g
0,"Cheese, parmesan, grated",Vitamin K (Dihydrophylloquinone),0.0,Âµg
0,"Cheese, parmesan, grated",Total lipid (fat),28.0,g
0,"Cheese, parmesan, grated","Carbohydrate, by difference",12.4,g
0,"Cheese, parmesan, grated",Energy,421,kcal
0,"Cheese, parmesan, grated",Sucrose,0.0,g
0,"Cheese, parmesan, grated",Glucose,0.0,g
0,"Cheese, parmesan, grated",Maltose,0.0,g
0,"Cheese, parmesan, grated",Water,22.8,g
0,"Cheese, parmesan, grated","Calcium, Ca",884,mg
0,"Cheese, parmesan, grated","Potassium, K",184,mg
0,"Cheese, parmesan, grated","Zinc, Zn",4.33,mg
0,"Cheese, parmesan, grated","Selenium, Se",35.0,Âµg
0,"Cheese, parmesan, grated",Vitamin E (alpha-tocopherol),0.51,mg
0,"Cheese, parmesan, grated",SFA 4:0,0.508,g
0,"Cheese, parmesan, grated",SFA 6:0,0.435,g
0,"Cheese, parmesan, grated",SFA 10:0,0.653,g
0,"Cheese, parmesan, grated",SFA 16:0,7.4,g
0,"Cheese, parmesan, grated",SFA 18:0,2.67,g
0,"Cheese, parmesan, grated",SFA 20:0,0.046,g
0,"Cheese, parmesan, grated",PUFA 20:4,0.042,g
0,"Cheese, parmesan, grated","Tocopherol, beta",0.0,mg
0,"Cheese, parmesan, grated","Tocopherol, gamma",0.01,mg
0,"Cheese, parmesan, grated","Tocotrienol, alpha",0.0,mg
0,"Cheese, parmesan, grated","Tocotrienol, beta",0.0,mg
0,"Cheese, parmesan, grated",Niacin,0.078,mg
0,"Cheese, parmesan, grated",Pantothenic acid,0.457,mg
0,"Cheese, parmesan, grated",Vitamin B-6,0.081,mg
